price_usd,living_space_ft2,lot_size_ft2,home_age,distance_city_mi,crime_rate_index,condition,waterfront,home_type,heating_type,region
568186.9,2143.1,7797.9,37,12.79,4.0528,poor,No,single_family,gas,west
596240.96,1736,10351.1,98,2.1,2.7639,good,No,single_family,electric,east
419012.75,1792.4,2312.1,108,6.48,3.3718,good,Yes,single_family,gas,south
381561.79,1399,7287.6,79,6.68,3.7933,good,No,single_family,electric,east
486639.31,1792.6,6599.7,7,9.12,2.5189,good,No,townhouse,gas,north
424311.32,1684.5,8678.4,61,11.45,3.9789,good,No,single_family,electric,east
580459.6,1929.1,7533,46,3,2.3436,good,No,single_family,electric,north
464434.15,1469.1,5120.1,16,3.57,2.1899,good,Yes,condo,gas,north
566619.29,2007.7,6202.4,16,2.39,1.1676,good,No,single_family,gas,west
471485.06,2413.1,5009.9,117,13.28,2.3958,good,No,townhouse,electric,east
455351.2,1756.5,9690,89,9.19,2.0214,good,No,condo,electric,south
522375.44,1960.7,7053.3,12,3.66,2.519,excellent,No,single_family,gas,east
488020.25,2076.1,11753,16,6.23,3.7344,excellent,No,townhouse,electric,west
456576.27,1639.5,6848.3,37,12.73,0.9292,fair,No,single_family,gas,north
564898.15,1889.6,5229,80,6.89,0.6304,fair,No,townhouse,gas,north
408402.6,1805,3215.7,111,6.65,2.1011,good,No,condo,electric,west
404928.22,1839.1,2492.2,77,4.87,3.5535,good,No,single_family,gas,west
531056.56,1490.8,3039.7,44,3.9,3.3466,poor,No,townhouse,gas,east
482681.6,1809.8,7667.8,5,12.73,2.0819,excellent,No,single_family,oil,north
521846.42,1999.2,8271.8,34,14.7,4.4033,fair,Yes,single_family,electric,west
496314.48,2380.5,3047,109,4.06,2.2099,excellent,Yes,single_family,gas,east
526915.31,2183.7,9237.6,13,13.62,3.5549,good,No,single_family,electric,east
638582.03,2661.3,5792.3,110,6.05,2.5647,good,No,single_family,gas,south
396518.88,1493.1,7367,71,10.13,1.9575,fair,No,townhouse,gas,north
503599.11,2148.9,11030.6,60,13.64,2.2739,fair,No,single_family,electric,east
437806.02,1873.3,9242.1,14,7.42,3.8808,good,No,condo,oil,west
652679.53,2675.9,6328.7,53,6.69,3.4332,fair,No,single_family,gas,north
369557.26,1476.7,4772,26,11.2,4.1617,good,No,single_family,oil,west
509190.41,1464.1,1620.5,12,3.56,3.4332,good,No,single_family,gas,west
365655.77,1560.2,5202.1,112,12.59,1.0666,fair,Yes,single_family,electric,east
344902.02,950.4,6472.2,30,8.57,5.5373,fair,No,single_family,electric,east
426219.52,1589.7,4532.1,116,5.69,3.4502,good,No,single_family,electric,south
386635.95,1496.3,6671.9,119,5.58,3.6176,fair,No,single_family,electric,west
602363.6,1860.2,7192.1,34,2.47,2.5478,poor,No,townhouse,gas,east
564366.28,1936.7,6437.9,59,5.86,4.3358,good,No,condo,gas,south
573301.17,2550.5,5375,5,6.94,1.6883,excellent,No,townhouse,oil,north
525263.31,2180.2,7421.6,68,3.75,3.7318,good,No,single_family,gas,south
453322.76,1569.2,8104.9,85,7.82,0.5044,fair,No,townhouse,gas,south
339621.51,1440.6,4274,57,9.89,3.8127,good,No,condo,oil,west
435748.09,1996.8,10527.3,48,7.15,1.7045,excellent,No,townhouse,gas,north
345544.55,1271.9,6753.5,22,10.65,3.3324,good,No,single_family,electric,west
565088.09,2532.6,7047.1,88,4.77,4.6288,good,No,single_family,gas,west
336322.68,2271.8,8770.5,33,12.01,3.9873,good,No,townhouse,electric,south
392818.94,1612.3,7583,25,8.49,4.4693,good,No,condo,electric,south
232037,1114.7,9382.8,46,14.18,4.345,poor,No,townhouse,electric,east
599963.42,2341.5,7717.8,4,17.66,2.3709,good,Yes,condo,gas,south
478646.33,1754.2,5468.9,89,6.12,3.718,good,Yes,condo,gas,east
600297.3,2295.1,7903.8,19,6.28,0.9301,excellent,No,single_family,gas,west
400319.1,1162.2,4140.7,5,7.02,2.1757,fair,No,single_family,oil,south
417713.08,1560.2,7271.4,69,10.38,4.6712,poor,No,condo,electric,north
383019.55,1802.1,6916.9,58,13.3,2.538,good,Yes,condo,gas,north
540089.86,1818.8,6479.7,63,5.39,0.7584,good,No,townhouse,gas,west
377658.94,1620,6678.7,113,9.52,5.4164,good,No,townhouse,electric,west
573420.63,2049.1,2295.4,17,7.46,3.6747,fair,No,townhouse,gas,south
458233.2,1373,5628.2,3,10.47,3.9174,fair,No,townhouse,electric,east
484357.83,1743,7232.1,16,14.04,1.8234,good,No,townhouse,gas,south
523528.17,1848.1,7399.6,13,7.04,3.3409,good,No,single_family,electric,east
519860.8,2005.8,4430.8,77,1.32,3.3091,excellent,No,single_family,electric,south
532259.15,2084.6,10164.3,12,10.98,2.0142,good,No,single_family,gas,north
466775.77,1350.1,4834.6,6,4.67,2.7962,good,No,townhouse,electric,north
393718.97,1186.4,9423.6,43,7.43,1.1994,good,No,single_family,electric,east
458176.78,2311.1,8068,118,11.15,2.5839,good,No,single_family,gas,south
534378.67,1932.9,5384.4,14,9.19,4.1686,good,Yes,condo,electric,west
468980.36,1500.6,11438.3,18,7.59,2.1038,excellent,No,townhouse,gas,east
617140.91,2420.5,4015.9,62,5.7,5.2888,fair,No,single_family,gas,north
380346.13,1846.3,9297.9,106,0.5,1.2767,good,No,condo,gas,east
484269.93,2271.7,9501.5,110,10.79,2.6878,fair,No,townhouse,gas,south
391032.15,1827,5323.4,107,6.99,2.2123,good,No,single_family,electric,west
565321.68,2624.3,10481.2,34,14.05,2.7838,good,No,single_family,electric,west
570358.62,2502.1,6374.9,80,9.59,4.6458,fair,No,townhouse,gas,east
405780.21,1700.4,7721.7,34,5.84,1.8187,excellent,No,single_family,gas,south
541834.99,2188.6,7650.8,18,12.27,2.4585,fair,No,single_family,electric,south
507243.33,2058.2,6664.2,19,12.6,3.7854,good,No,townhouse,gas,west
468716.27,2347.5,9027,99,7.12,3.1118,excellent,Yes,single_family,gas,north
400589.55,1414,8983.7,34,12.77,3.2102,poor,No,condo,gas,south
495337.34,2074.4,2628.7,31,5.78,1.8417,good,No,condo,gas,west
650320.28,2223.4,10260.9,47,8.64,2.9141,fair,No,single_family,electric,west
393838.21,1096.5,2843.8,43,10.29,4.3579,poor,No,condo,gas,south
341700.61,1326.7,9581.4,103,11.14,1.0686,good,No,condo,electric,south
321645.13,984.3,9816.8,23,10.49,2.1632,excellent,No,condo,gas,east
476234,1692.2,4272.6,60,6.67,0.8214,poor,No,single_family,gas,north
552698.18,2087,5973,16,12.37,3.6444,good,No,single_family,gas,east
555297.41,2400.9,4235.7,70,7.5,4.4706,good,Yes,townhouse,electric,east
389474.42,1829.6,6462.7,106,5.72,2.7799,excellent,No,single_family,oil,west
578709.8,2451.4,6229.9,49,5.78,1.7934,poor,No,condo,gas,west
335562.48,1248,8949.2,64,15.76,1.8285,good,No,single_family,gas,north
349813.62,1118.6,10275.8,98,5.03,2.6435,good,Yes,townhouse,gas,east
472965.62,1777.8,10489.2,31,13.17,2.639,good,Yes,single_family,electric,east
557054.36,1953.6,5594.6,35,3.46,4.0942,excellent,No,single_family,oil,west
553414.53,1786.9,6476.9,12,9.95,2.1973,excellent,No,single_family,gas,west
354312.38,973,2791.4,69,9.19,3.5221,poor,No,condo,gas,south
454557.62,1764.4,4985.3,57,14.48,2.6334,good,No,single_family,electric,east
365965.82,1278.2,9412.1,13,5.38,2.1063,good,No,condo,electric,north
601037.32,2067.9,11039,36,4.28,2.6035,good,No,single_family,oil,east
475989.8,1946.6,3914.1,111,7.53,3.4038,good,No,townhouse,gas,west
333348.26,1424,5518.8,78,14.66,4.0979,good,Yes,townhouse,electric,south
404985.52,1594.5,6934,110,4.46,2.6976,good,Yes,condo,electric,east
428919.91,1376.3,7700.4,67,0.5,1.5553,excellent,No,condo,gas,north
439871.9,1774.9,4976,39,8.24,4.1997,poor,No,single_family,electric,west
417701.11,2182.1,8060.2,58,11.8,1.9222,excellent,No,single_family,gas,south
342555.8,1405.7,5815.4,79,3.94,3.313,good,No,single_family,gas,east
401671.6,2001.6,6963.9,91,11.39,2.9702,good,No,single_family,gas,north
384895.64,1587.9,8365.7,15,3.86,2.8097,excellent,No,single_family,electric,west
350294.43,1482.9,7016.1,61,7.41,2.4156,good,No,townhouse,oil,north
533494.37,1757.2,5909,3,11.01,3.7442,good,No,condo,electric,east
460647.91,1385.9,6726,44,3.25,0,good,No,condo,gas,west
340400.73,1578.5,6779.1,89,8.73,4.3638,good,No,townhouse,electric,east
347003.45,1320.8,6075,27,12.86,1.905,excellent,No,townhouse,gas,south
608542.72,2585.9,6353,95,9.9,3.4895,excellent,No,condo,oil,east
497579.67,1814.1,10996.6,108,5.12,3.426,fair,No,condo,gas,south
374327.91,1520.1,8402.3,65,14.07,4.53,fair,No,condo,gas,east
540787.36,1885.6,6261.3,30,10.63,3.2373,good,No,single_family,gas,north
499854.07,1755.1,8742.4,2,0.56,2.0051,poor,No,condo,gas,north
397319.58,1711.6,6165.5,117,11.46,1.0743,good,No,single_family,oil,west
486121.33,2045.7,9932.8,7,5.71,2.5814,fair,No,single_family,oil,north
525886.33,2103,7924.1,23,8.79,0.6502,good,No,single_family,electric,north
438549.13,1587.8,6731.7,14,12.03,2.2458,poor,No,condo,oil,south
361603,1569.7,8119.3,42,5.8,2.6488,good,No,townhouse,electric,north
523522.29,1690,3072.8,30,1.42,2.1721,good,No,condo,electric,south
300546.43,879.2,4183.1,72,14.02,3.0501,good,No,townhouse,electric,south
352401.23,1193.9,4015.2,102,12.66,2.7167,excellent,No,condo,electric,south
678450.31,2346.7,7357.4,44,7.65,2.6068,excellent,No,single_family,gas,east
583492.97,2458,11331.3,65,11.41,0.091,good,No,single_family,gas,south
501318.71,1700.4,12578.3,7,6.52,1.4464,poor,No,single_family,gas,east
401703.37,2030.6,8595.1,70,8.39,3.7712,excellent,No,townhouse,gas,south
450881.71,1924.5,8252.1,119,7.42,3.9651,excellent,No,townhouse,gas,east
657918.54,3031.6,2497.4,107,6.68,0.7935,excellent,No,single_family,gas,west
410073.98,2247.8,5643.3,114,9.44,2.0223,fair,No,townhouse,electric,west
415942.66,1748.8,5030.5,102,3.17,4.2864,excellent,No,single_family,gas,east
360122.11,1417.8,5447.9,105,6.99,2.1384,fair,No,single_family,gas,west
375020.67,1157.4,6579.6,56,9.26,2.8662,good,No,townhouse,gas,north
453532.88,1881.4,5819.8,79,15.35,4.7302,excellent,No,townhouse,gas,south
365993.64,1497.5,2051.8,98,3.33,2.5661,fair,Yes,townhouse,gas,east
391197.8,1231.1,8869.8,29,10.08,2.3943,excellent,No,condo,electric,west
413653.82,1541.4,4318.1,73,10.52,2.8116,good,No,condo,electric,west
374732.42,1367.4,7598.1,101,0.5,5.2241,excellent,No,condo,gas,north
575848.74,2474.9,12185.2,17,9.64,3.5354,fair,No,condo,gas,south
490272.86,2152.7,4701.5,113,11.52,3.0229,excellent,No,single_family,gas,north
427165.96,1796.8,1500,68,10.35,2.3708,poor,No,single_family,electric,east
443760.24,2392,6285,116,7.66,3.6466,good,No,townhouse,electric,west
499497.32,1830.9,9752.4,92,9.33,3.7916,good,No,single_family,gas,west
370647.55,1455.5,11895.9,38,8.68,1.7122,good,No,single_family,gas,west
580220.31,2409.2,3926.1,59,1.24,3.824,fair,No,single_family,gas,north
480155.61,2015.6,8241.7,97,8.77,2.8186,good,No,single_family,electric,north
430465.97,1385.1,5836.7,42,6.53,3.0298,fair,No,townhouse,electric,south
482708.06,1723.9,6735.1,44,5.18,1.9389,good,No,condo,gas,east
251168.17,1449.8,13610.9,22,17.94,2.52,fair,No,single_family,electric,south
297284.75,1246.9,3242.6,68,13.01,1.7638,excellent,Yes,single_family,gas,south
538658.39,2170.5,7634.3,93,3.4,1.7061,poor,No,single_family,gas,west
616465.47,2563.8,8169.2,5,9.39,3.4525,fair,No,single_family,electric,north
369527.19,1240.6,9714.5,55,13.83,2.5739,fair,No,single_family,gas,east
539684.75,2025.2,7245,109,2.02,1.4404,good,No,townhouse,gas,south
393859.3,1539.7,7770.1,107,8.31,5.6125,fair,No,condo,electric,east
431868.56,1605.1,6020.9,3,8.5,1.6504,good,No,condo,electric,west
386306.25,1563,7672.8,92,2.9,4.3105,excellent,No,single_family,gas,south
507739.6,1454.4,6142,22,9.52,1.2282,good,No,single_family,gas,north
474575.11,1819.4,8553.9,5,12.46,3.5478,good,No,single_family,gas,south
394355.97,1467.6,6076,31,14.03,2.6993,poor,No,single_family,gas,west
472224.38,1908.2,7942.8,105,7,2.2451,good,No,single_family,gas,south
500438.44,1779.9,6926.8,17,18.01,3.2361,fair,No,single_family,gas,west
471107.56,1704.4,9815.1,14,0.5,3.0747,good,No,single_family,gas,south
387393.99,1437,6871.5,39,9.42,2.025,fair,No,condo,gas,east
331851.66,1569.3,2567.4,95,2.35,1.9707,good,No,single_family,electric,north
493133.8,2102.2,10154.8,72,8.36,1.1113,good,Yes,single_family,gas,west
492505.29,2000.4,4735.7,100,5.91,3.3667,excellent,No,condo,gas,east
355827.95,1409,5365.6,73,10.03,1.4954,fair,No,condo,gas,west
533066.12,1839.7,5510.8,83,7.49,3.0048,good,No,single_family,gas,south
573320.29,2100.6,10436.1,5,4.7,3.711,fair,No,condo,electric,west
304850.96,1132.2,1660.8,111,4.96,3.2497,good,No,townhouse,gas,west
405963.33,2017.3,14844.4,119,15.73,2.1322,excellent,No,townhouse,electric,north
335824.46,1535,9640.1,62,9.77,4.0906,good,No,single_family,gas,east
521304.87,2028.2,7558.1,66,1.19,2.5104,good,No,single_family,gas,south
383428.81,1494.7,6862.8,105,10.2,1.399,excellent,No,townhouse,gas,north
378493.58,1078,7713.9,10,7.22,2.6595,good,No,townhouse,gas,west
373809.05,1149,8302.8,42,8.02,3.7042,good,No,single_family,gas,north
456132.29,1819.2,8613,16,11.28,2.1907,good,No,single_family,electric,west
361135.33,1903.9,8389,95,12.73,4.0538,good,No,single_family,oil,south
458481.49,1438.3,7224,3,4.56,2.0756,fair,No,townhouse,gas,west
509865.37,2055.4,6506.7,62,7.88,2.2389,excellent,No,townhouse,gas,north
349875.23,1135.4,6621.8,67,5.82,1.7447,good,No,townhouse,electric,north
430218.54,1773.6,6512.7,80,10.39,3.8205,poor,No,single_family,gas,west
439338.53,1315.6,9834.4,40,7.07,2.9361,good,Yes,condo,electric,east
444304.02,1539.3,8483.9,82,8.12,1.8243,good,No,townhouse,gas,north
546753.36,1819,1500,4,6.92,2.5245,fair,No,condo,electric,east
485849.06,1455.8,8639.8,31,7.58,0,good,No,townhouse,gas,east
400628.33,1646.2,7486.8,85,14.82,3.9336,excellent,No,single_family,gas,east
448979.31,2202.5,6953.2,119,17.56,2.7951,excellent,No,condo,electric,east
510240.27,1569.2,6028.7,69,9.51,0.1125,excellent,No,single_family,gas,north
586093.2,2134.3,9810.3,34,7.6,1.252,excellent,No,single_family,gas,north
405858.76,1348.1,9368.8,21,1.62,2.4941,poor,No,townhouse,electric,east
415096.97,2011.9,5067.8,64,4.96,1.423,good,No,single_family,gas,north
522793.69,2376.6,8017.6,83,7.49,3.952,excellent,No,single_family,electric,east
365965.29,811.3,4570.9,21,5.14,3.5023,good,Yes,single_family,electric,east
420309.46,1481.2,3551,111,5.56,3.4314,good,Yes,townhouse,electric,east
363191.77,2030.8,5433.2,118,14.3,0,good,No,condo,gas,west
525715.34,1718.8,9156,10,8.12,2.3694,good,No,condo,gas,south
524992.9,1948.5,9382.8,76,8.47,2.1629,excellent,No,single_family,gas,north
430619.48,1558.4,8282.7,105,5.3,1.8551,good,No,single_family,gas,north
509104.09,1834.6,8812.7,2,12.71,2.5018,good,No,single_family,electric,east
493831.89,1737.7,8290.4,8,7.15,1.6485,excellent,Yes,townhouse,gas,west
521645.65,2267.1,5396.3,59,5.92,3.2583,good,Yes,condo,electric,west
531170.23,1901.8,8079.8,75,1.68,3.9199,fair,No,single_family,gas,north
488228.04,1935,9001,86,7.76,3.8165,good,No,townhouse,electric,east
469232.74,1635.2,8885.7,13,5.79,2.8345,excellent,No,single_family,electric,north
485641.35,1605,9972.3,96,14.74,5.3991,good,No,townhouse,gas,east
346653.32,1627,8770.8,17,15.38,4.368,good,No,townhouse,oil,east
454648.48,1957.8,7878.6,112,3.06,2.8781,good,No,townhouse,electric,south
382694.29,1631.6,9675.4,104,3.51,2.4213,fair,No,townhouse,gas,east
484711.47,1915.9,6933.7,72,6.89,4.6056,excellent,No,townhouse,electric,south
538522.4,2630.2,4795.3,22,4.74,4.2091,excellent,Yes,condo,gas,north
563035.51,2148.4,6592.3,73,8.87,1.3075,fair,No,townhouse,gas,north
466304.89,1669.6,5137.7,82,6.69,4.303,fair,No,condo,electric,west
553459.71,2280.5,5312.1,46,9.12,2.8148,excellent,No,condo,electric,south
391164.91,1636.8,6638.7,68,12.06,1.9669,excellent,No,single_family,electric,north
399049.46,984.8,5019,46,3.74,0.625,excellent,No,townhouse,electric,south
346592.99,1396.8,6230.1,115,11.98,2.6773,excellent,No,single_family,electric,north
364548.48,1051.7,2266,86,5.09,2.9853,good,Yes,single_family,gas,south
400605.74,1659.4,7533.2,29,16.59,4.9048,good,No,single_family,oil,south
442442.61,1807.4,7003,24,14.48,4.1487,good,No,single_family,electric,east
648018.55,2470.6,4957.3,27,7.55,2.3005,poor,No,condo,gas,north
498626.02,1930.8,8648.1,97,4.15,3.4672,good,No,single_family,gas,west
419419.25,1712.4,9343.9,108,3.38,3.9915,good,No,single_family,oil,east
459946.94,2131.8,2981.1,119,11.49,3.1031,good,Yes,single_family,gas,west
277785.25,915.5,5093.2,111,7.88,2.2954,good,No,condo,gas,south
435306.32,1894.2,5077.1,110,11.71,2.3614,good,No,townhouse,gas,east
549743.69,2108.3,4650.2,24,16.82,3.4626,fair,No,condo,electric,south
347930.95,1208.6,9073.7,73,4.92,3.4956,fair,No,single_family,electric,north
513114.49,2257.5,6515.4,77,3.08,2.6485,fair,No,single_family,gas,north
459067.5,1935.4,6338.7,105,8.77,0,fair,No,townhouse,electric,west
336663.54,1633.9,1990.3,109,12.58,1.4514,excellent,No,single_family,gas,north
473986.02,2053.1,8588.5,57,4.24,3.7436,fair,No,single_family,electric,west
632764.95,2708.3,3901.9,93,8.14,0.443,fair,No,townhouse,gas,south
377730.21,1872.7,7149.8,118,13.48,4.421,good,No,single_family,electric,east
430847.61,1899.3,7693.4,40,1.47,4.2434,good,Yes,single_family,oil,north
499693.98,1616.3,10401.6,24,8.94,3.0493,fair,No,condo,gas,south
370790.54,1460.1,3727.9,77,5.84,3.7175,good,Yes,single_family,electric,east
497362.74,2132.1,1500,98,8.5,3.6345,good,No,townhouse,electric,south
395685.89,1457.6,7459.6,115,10.84,2.8598,fair,No,single_family,gas,west
488004.57,1828.6,11501.3,47,8.88,1.3513,fair,Yes,single_family,electric,south
314176.27,1608.9,10097.4,97,3.96,4.1607,excellent,No,single_family,electric,west
438162.36,1991.6,7524.1,9,6,4.6887,excellent,No,townhouse,electric,west
385566.9,1933.5,5770.9,98,13.71,1.5497,good,No,townhouse,oil,north
514602.14,2215,9017.8,74,9.32,1.3065,poor,No,townhouse,gas,west
503423.06,1596,4566.1,10,11.36,2.8358,good,No,single_family,gas,west
435545.38,1692.1,8190.9,84,9,2.2485,good,No,condo,gas,south
539133.41,1408.5,8263.7,20,11.24,3.1739,fair,No,single_family,oil,west
338932.72,1622.3,9650.5,85,6.42,4.4496,good,No,condo,oil,west
533940.35,1950.9,13899.2,44,4.93,0.3052,good,No,townhouse,oil,south
507729.33,2102.8,7981,6,11.05,4.8975,good,No,townhouse,electric,east
340596.75,1431.1,5727.6,118,12.51,2.512,good,Yes,single_family,electric,north
604423.41,2147.8,6936.1,80,4.34,3.6141,excellent,No,single_family,gas,south
642067.11,2342.3,2577.3,63,5.7,3.7425,good,No,townhouse,gas,west
481812.55,1965.4,5263.2,63,7.35,3.8824,excellent,Yes,condo,electric,south
629763.62,2550.7,5976.8,1,14.48,3.0743,fair,No,single_family,electric,east
389799.72,1490.5,5689.8,75,10.25,3.3547,excellent,No,townhouse,gas,south
363125.23,1302.1,7380.9,41,2.7,3.3468,fair,No,single_family,gas,south
326478.34,1088.5,4944,81,7.63,2.2437,poor,No,single_family,electric,south
552522.57,2398.4,9802.6,53,7.02,0.8903,good,No,single_family,gas,south
512893.84,2061.7,7000.5,74,3.31,1.537,good,No,single_family,gas,west
453325.72,1777.8,6976.7,15,7.58,2.8749,excellent,Yes,single_family,gas,south
447018.59,1912,6180.3,112,6.84,2.0558,good,No,single_family,gas,east
365126.65,1349.8,7388,114,6.55,2.0586,fair,No,single_family,electric,south
690672.49,2778.3,9062.7,17,6.37,5.1591,good,No,single_family,gas,south
415199.58,1851.7,4832.2,98,13.89,4.0307,good,No,townhouse,gas,west
510744.92,1843.8,5354.7,116,6.55,2.6975,good,Yes,townhouse,gas,west
611547.48,2090.3,6240.7,58,8.2,3.8064,good,No,condo,electric,south
442963.53,1992.4,3635.3,89,7.76,2.4957,good,No,single_family,oil,west
559398.9,1889.6,4951.9,15,5.98,3.1329,excellent,No,single_family,electric,west
549252.74,1483.8,5809.4,5,8.32,3.53,excellent,No,condo,electric,south
547492.53,1988.6,9186,56,8.26,2.4989,fair,No,condo,gas,west
581078.7,2552.8,7656.4,107,8.32,2.1777,good,No,townhouse,gas,north
430999.88,2338.2,7484,106,4.56,4.4687,good,No,single_family,gas,north
553342.49,2437.3,9127.2,46,7.18,3.7369,good,No,single_family,gas,north
354649.63,1595.5,6656.6,110,11.04,0.2945,good,No,single_family,gas,west
482124.17,1404.2,7976.2,47,7.28,2.1982,excellent,No,townhouse,gas,north
423972.57,1749.7,6741.9,41,8.65,2.0625,good,No,single_family,gas,east
446130.31,1822.3,7663.4,75,8.67,2.2546,excellent,No,townhouse,electric,north
562402.32,2237.7,5543.1,59,9.67,4.0349,excellent,No,single_family,gas,east
276793.45,1123,1500,76,10.23,3.023,excellent,No,condo,gas,west
621591.13,2411.8,6664.3,3,7.3,1.3324,excellent,No,townhouse,electric,north
444221.11,1736.8,10556.9,102,4.35,2.5401,good,No,townhouse,gas,east
452739.89,1629.2,9315.5,117,3.13,3.6501,fair,No,townhouse,oil,west
456978.77,1395.2,9413.5,1,12.07,2.7364,good,No,single_family,electric,north
344804.8,1138.1,10090.3,89,11.08,2.2264,poor,No,condo,gas,south
507134.26,2129.3,7221.6,58,10.6,3.3975,good,No,townhouse,oil,north
380625.53,1829.3,7493.3,26,11.24,4.9418,good,No,single_family,electric,north
403746.99,1284,5455.9,26,7.35,3.5537,good,No,single_family,electric,north
364008.32,1282,6209.8,78,5.5,4.5611,excellent,No,townhouse,gas,south
492263,1665.7,8539.4,71,4.08,2.3069,excellent,No,single_family,gas,east
614389.64,2467.6,10009.7,6,3.64,2.99,fair,No,single_family,gas,east
417553.76,1696.2,6651.4,62,12.85,2.9657,good,Yes,townhouse,gas,south
329554.05,1198.7,5874.5,110,6.03,3.1424,good,No,townhouse,gas,north
336386.63,1701.7,7001.3,118,12.22,3.5286,good,No,townhouse,gas,north
401611.71,1690.9,8503,45,7.25,1.8972,good,No,single_family,electric,north
304350.61,721.2,3390.4,62,5.3,3.7768,good,No,condo,electric,east
489555.22,1778.3,1500,103,3.62,1.0465,good,No,townhouse,gas,east
464743.36,1707.6,5623.7,11,5.65,1.3971,excellent,No,single_family,gas,south
488800.91,2078.5,3948.2,12,13.67,5.5628,excellent,No,single_family,gas,west
655862.24,2539.6,5729.6,42,3.66,2.3879,fair,No,townhouse,oil,south
569003.95,2250.6,6630.5,16,16.47,3.8754,good,Yes,single_family,gas,east
459046.43,1692.4,5866.9,62,4.64,5.0379,good,No,condo,gas,north
388042.54,1357.4,10631.2,80,11,0.2227,fair,No,townhouse,gas,north
604929.04,2829.3,7816.9,119,7.42,4.3515,poor,Yes,single_family,gas,north
526341.69,1823.7,7751.2,35,6.72,3.7787,good,Yes,single_family,gas,north
406230.85,1805.6,8555.5,84,2.91,4.9685,good,Yes,townhouse,gas,west
595856.48,1790.3,4152.9,7,7.61,1.5822,fair,No,single_family,electric,south
499096.4,1879.2,9597.8,68,3.37,4.7415,good,Yes,single_family,oil,south
501476.8,1742.3,6810.6,89,1.27,2.1127,good,No,condo,gas,east
361824.45,1570.5,8676.2,79,8.48,4.2657,fair,No,single_family,electric,south
439876.24,1581.3,4320.4,35,5.46,2.9568,poor,No,condo,gas,west
458370.9,1786.9,3115.6,27,14.74,3.9249,excellent,No,single_family,gas,west
266949.4,1582.6,9044.7,117,12,3.0586,poor,No,single_family,electric,west
313936.58,1514.9,7941,92,14.79,0.7927,excellent,Yes,townhouse,gas,north
463836.76,1842.6,4744.9,46,5.28,0,good,No,townhouse,electric,east
358479.86,1698,4825.8,75,8.54,3.2519,good,No,townhouse,electric,west
573135.37,2401.6,9813.6,100,0.5,2.6835,fair,No,townhouse,gas,south
301564.29,739.6,4026.5,29,6.87,3.4779,poor,No,townhouse,gas,south
639873.91,2236.6,11106.7,22,8.39,2.6974,fair,No,townhouse,oil,south
510152.86,2298.4,4748.4,15,8.62,5.4217,fair,No,single_family,gas,west
374129.16,970.6,8596,13,7.83,3.2766,good,No,condo,oil,west
380799.65,1662.9,6178.5,73,8.27,2.4637,fair,No,single_family,electric,south
376952.68,1651.4,8508,70,0.5,3.4048,good,No,single_family,electric,west
350658.86,1237,5639.7,108,9.02,2.4856,good,No,townhouse,gas,south
434206.68,1488.9,6593,51,9.93,3.1115,fair,No,single_family,electric,north
406055.6,1355.8,7102.3,36,13.35,1.539,poor,No,townhouse,gas,west
518281.99,2500.9,4494.5,28,9.47,2.9897,poor,No,condo,gas,north
526476.82,2174.3,8852.1,66,7.48,2.4266,poor,No,single_family,oil,north
584813.34,2308.6,5717,14,12.42,1.6527,good,No,townhouse,electric,west
549749.85,2088.7,6428.5,99,0.5,5.3709,good,No,single_family,gas,south
435736.72,1348.4,4514.1,46,5.94,1.6995,good,No,single_family,gas,east
492224.46,1590.2,1500,45,4.94,3.0084,good,No,single_family,electric,north
551736.47,1995.7,6522.4,51,7.86,2.0366,good,No,single_family,gas,west
463471.21,1311.1,13031.5,18,0.5,3.3564,good,No,single_family,gas,north
499740.42,2085.2,8961.5,76,13.28,1.4707,good,Yes,condo,gas,south
454916.18,1703.9,6951.8,105,7,4.0084,fair,No,condo,electric,west
471908.09,1650.1,6342.8,20,9.28,5.4434,fair,No,single_family,electric,east
559785.5,2084.4,7056.2,63,8.89,1.9926,good,No,townhouse,gas,west
520849.93,1977.7,8367.8,36,13.05,4.4604,good,No,townhouse,electric,north
462616.4,1655.6,4048,26,0.55,2.5417,good,No,townhouse,electric,west
469824.88,2263.7,9785.8,54,8.45,4.8069,good,Yes,single_family,electric,west
313867.43,1367.6,8788.5,115,12.58,5.6262,good,No,condo,electric,north
468105.75,2046.4,8795.5,28,7.61,2.7196,good,No,single_family,electric,east
557858.84,2037.2,8096.2,19,4.19,1.1757,good,No,condo,electric,south
474356.26,1676.2,7049,24,5.58,4.1377,good,No,condo,gas,west
545889.03,1930.5,8682.2,69,6.43,3.2693,good,No,townhouse,gas,east
414405.5,1299.6,8479.5,62,5.12,3.6021,good,No,townhouse,gas,south
590257.93,2169.6,6114.9,35,7.39,2.5922,good,Yes,single_family,gas,north
438863.78,1726,5566,1,14.03,1.9386,excellent,No,condo,gas,east
539975.09,1590.9,7254.6,21,5.61,4.3924,good,Yes,condo,gas,east
560826.2,2219.6,10872.6,95,6.05,3.3837,good,Yes,single_family,gas,west
462828.13,1518.3,3902.2,15,9.84,1.2677,good,No,townhouse,gas,north
306955.5,1236.6,3331.2,17,7.3,3.8243,good,No,condo,gas,west
434514.89,1177.3,7411.9,68,2.68,3.5834,poor,No,condo,gas,north
598846.82,2042.4,7127.2,53,7.76,2.6096,excellent,No,single_family,gas,south
